label,review
0,app订餐都显示制作中了，电话说要收30块钱车费，百度外卖减8块的活动也不参与。不参与就别跟百度外卖合作啊
0,我能说可以退餐吗？这个是饭吗？谁吃谁上当啊！？！质量太差了！！
0,石锅饭还是不好外卖～五花肉是半熟的，吃了一块一会就拉肚子了……还是应该在石锅里焖熟再吃比较好
0,味道一般，还赶上没发票
0,太难吃了。真的。肉都不是肘子
0,没有以前好吃了，只剩干净卫生
0,速度太慢，饿死了快～
0,太慢啦，八点半下的单，说是九点半送到。十点二十才送来。服了
0,今天的米饭坏了，都有味了，老顾客了，希望下次注意吧！菜做的还是不错的！
0,"给送错杯大小,实在不应该！"
0,食物不错，就是服务太差，点了这么多回就这次很不爽，小菜没有盒子包装还收包装费？！说了提供餐具却没有筷子没有勺子！！！送菜的不认识路竟然要我下去接他1我勒个去！！！无奈
0,垃圾。傻逼外卖。11点半点的餐。送了2个小时。打电话询问一直推脱责任，没有任何答复和补偿。
0,板栗烧鸡很难吃，烧牛肉不错
0,太慢。。就街对面还这么慢。
0,送餐速度很快，味道就不多评论了。这个时间还能有口热的吃就不错了
0,一般。感觉跟私人饭馆的一样。锅贴太硬孩子不吃
0,难吃又很慢再也不吃了！
0,餐盒变形，内外全是菜汤子，影响食欲。
0,10:30下的单，12:53送达！两个多小时！！电话还始终拨打不通。强烈投诉！送餐员催我下去拿餐倒是催得很积极，还问我要不要，不要他收回，说还有好多人的都没做出来呢。。这是午饭吗？！。很差的体验，咱也不会点了。
0,垃圾，接单配送慢的要死
0,这次订餐太次了，蛋炒饭一点味没有，疙瘩汤水似的，里面还有绳子，肘子就不说什么了。经常定金手勺，这次太失望了。幸好送餐师傅挺好的。
0,菜品不错！送餐大叔好凶啊！
0,长豆角注明不要辣，还是有辣。其他的还行
0,10点下单，12点还不到，打电话催了5次，说是送丢了，最后下午1点送到的
0,餐品少给了我一个，我上楼后才发现。电话送餐员，送餐员也没检查就一口咬定是商家少给了。让我自己沟通商家。结果商家确认确实给了。至今还没送还。
0,基本不给低评价，这次是真怒了。早8点一过就下单晚到30分钟以上也就罢了，还联系不上，也不打电话说，孩子饿的不停叫唤。最后送来要的传统早餐套配错了，就一杯豆浆和咸菜。油条和豆腐脑不知所踪。也没让再补，因为已经10点了再送来就是中午饭了。真心不愉快。
0,配送没问题，但商家没有给发票，请补一下给我
0,太久了。。。饭都凉了
0,又慢又不好吃。。。谁订坑谁
0,"啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,饿死了,才送到,打了15个电话都没人接,这服务也太衰了吧"
0,菜一天不如一天，还不好吃，
0,味道还不错，但是送餐太慢了，等了整整两个小时！
0,说好的套餐里面有可乐，结果没给我，上一次是没给豆腐脑？你们都是怎么配餐的？！
0,我是11:36下单，13点才到，我打电话催了6次，我无话可说了，希望老板能改进！
0,单子打错了，少送了。
0,除了速度慢都挺好
0,实惠，但是厨师技术有待提高
0,"一般,不咋好吃,送的也不快"
0,送餐时间超慢，并且东西也不咋样
0,鸭子实在太肥
0,很慢～等了两个小时～人都快饿死了～还没给送到地方～自己走了一段路取的。以后再也不订了～
0,"太小了,味道一般,说多了都是泪"
0,30块的饭，菜量太少了。就一个肉菜，根本吃不饱。
0,味道一般，不做推荐
0,太慢。菜全洒了。
0,感觉没有一天好吃了，不过还行，凑合凑合一顿午饭呗
0,今天的饭夹生的…给送餐员加工资！
0,以前定过好几次都挺好，今天巨慢不说，菜汤洒的哪里都是，恶心死了
0,卷饼都凉了
0,送餐员服务到位！
0,"做的儿童餐吗？,怎么那么少？,还整个商务套餐,商务套餐都不够我儿子吃的,里面那是半荤三个半素吗？,让我如何表达我现在的心情,一个字,坑"
0,建议两个小时前订餐！
0,没有肉，只有咖喱，汁也很少
0,妈的没货、而且给的超级少、有图片都能骂死他
0,送餐太慢一个小时才到，而且到了都不热乎了，不好吃
0,送餐晚了，迟到好过不到，只能评价一般吧。
0,啥也不说了，送餐速度是一如既往的......
0,说微辣，结果辣死了！
0,"这鱼,筷子一下去,就都碎了"
0,鸡肉还带着皮
0,要等的时间太长了，无人送餐
0,粥是凉的，锡纸卷的太深了，吃的时候不小心会吃到纸
0,饭和丸子是热的，大酱汤冰凉，外卖小哥挺好
0,太少了，贵又吃不饱
0,味道还可以，就是这送餐时间2个多小时才到，也是醉了！
0,我点的20元的牛肉蔬菜卷，送来的是8元的尖椒土豆丝
0,两份一起订的，一份成功了，一份失败了，钱一样的扣了，还没有退回。再次订餐相差30分钟，送餐时间相差一小时，点餐前还打过电话让一起送到，结果还是一前一后，还差了这么久。什么订餐的心情都都没有了。
0,晚送了将近四十分钟！饭都凉了根本没法吃！太失败了
0,太他妈慢了
0,过油的都糊了，吃到嘴里一股子糊味
0,"九转大肠不错,其他一般啦！"
0,速度超级慢，而且电话也一直打不通，以后不会再订了！
0,"饭做的难吃，送外卖的也让人无语，,谎称保安不让进门，让我跑了好远才拿到，当面对质是送外卖的自己不想进，真想骂人！"
0,味道不错，送货师傅平均不停打电话催，等10分钟就告诉在不下来就走了，也没有那么忙吧！
0,"一般般吧,好多肥肉的赶脚"
0,外卖真不适宜点焗饭！
0,不是肘子肉吧，而且送来的都是凉
0,差评！！！实在不知道该说什么，事情太复杂，送餐人员一开始就打了一个电话，因为手机静音没有接到，马上就打回去了，结果说已经到别的学校了，好吧，那就等，结果期间又打了三个电话，还是晚了五十分钟送到了，总共等了将近两个小时。送到了也就没什么了，结果取餐的时候，我们还没说什么，送餐人员直接抢白，说因为我一开始没有接电话，他送了一圈饭，最后又回来我们这边。我们都能理解送餐人员的辛苦，可是您态度太不好了吧！说句凶残的话，怪我咯！！总之，任性，就三星！
0,再也不点了～
0,很不好吃。
0,送餐超级慢，送餐员态度也不好，打客服催单也没人理，取消订单也取消不了，总之是超级差劲
0,今天速度慢了些，大概45分钟
0,"京酱肉丝,居然没有葱丝，真恶心！！！！！！！！,恶心！！！！！"
0,猪头肉都是冻的，我还得自己加热
0,送的超慢，煎饼这东西时间一长肯定难吃，豆腐脑还可以。
0,"第一次订还算快,之后越来越慢,这次竟然漏送了一小时后打电话催才开始送,好无奈"
0,不要总是弄一些华而不实的东西，送来的餐都是凉的。扁豆都不熟，不知道扁豆不熟会有毒吗！！套餐里写的是姜枣茶，送来的却是豆浆！
0,没有在店里吃好吃，萝卜太多了
0,太辣了，送餐速度慢了点，等了两小时
0,一有点慢，吃了下午就拉肚子了
0,不值17元！我要的是肘子，里面加了一半鸡肉，不如大街上手抓饼加两块里脊，皮蛋瘦肉粥6元不如早起2.5元的实在
0,"太慢了,饿死人了都快,大家都别订了"
0,没吃过这么难吃的凉皮………还不如路边摊………
0,要了麻油没给，连筷子也没有！！！！
0,"送餐超级慢,用了一个小时四十多分钟,送过来的时候都凉了"
0,送的很快，就是不好吃，面里菜太少了，就两小片油菜叶子～
0,又凉又难吃！送餐时间两个小时
0,应该是最后一次点。。
0,米线没问题、可是送来汤全洒了、写了要带辣椒也没有带
0,很差，很差劲，第一，来的饭冷冰冰的，第二80多的麻辣香锅就几片藕片和几个鱼丸和几个鸡肉还是什么没吃几口就丢垃圾桶里了，你确定这叫麻辣香锅？？？
0,谢谢，服务非常好，继续支持
0,皮蛋粥，没有瘦肉
0,太太慢了，
0,送餐送的特别快，大概20分钟左右就到了，就是米线没有以前劲道好吃了，可能是定的太晚，米线已经吸水膨胀了，所以才这样吧
0,送的真快，在快点都能当晚饭吃了！！！
0,"差劲的很啊，少送不说,，还强制消费。。。想退款，很麻烦的"
0,"放屁39分钟送达,不到1点下订单2点才吃上,百度的智商,卧槽了"
0,为什么我订的鸡蛋，饮料什么的老是不见了？擦
0,量太少了，干锅牛蛙都是辣椒都没有牛蛙，不值这个价格
0,饭很难闻，有种发霉馊掉的味道。拌菜不错料包太小
0,太慢了～～～～～是不是临时杀的猪
0,快递员不认识路，还不听指导，还让我们下楼拿，一共3层楼，这样还收外送费，
0,送的真慢呢
0,分量少，不好吃，定了好几份，同事都说不好吃
0,快递不熟悉路线分不清东南西北晚了一点，然后20元的菜居然上面贴着10元的字样，还没有之前的15元的菜丰富！只有4个菜和一点咸菜！太坑了吧！15元套餐是5个菜，刚定一次就取消了，只能定这个，活动参加就办的有样子点啊搞的变贵菜还少了，给的也超级少！
0,扁豆焖面太油了，西葫芦锅贴更别提了，西葫芦干的好像晒了一礼拜，面皮又干，总之这次外卖实在是真的太失败了，吃了两口全扔了，实在是难以下咽
0,一点酱汁都没有，鸡肉还有浓浓的焦糊味！
0,人还没到就叫我下来，骗我说自己到了。
0,外卖很快，饭量跟小
0,送餐太慢了，味道不错！
0,送了一个半小时我也不说啥了。我这定的不是手抓饼吧？为啥没餐具？
0,等了快两个小时，电话打不通，催单不管用，米线没豆花没配菜
0,不错，够辣
0,味道什么的还不错，不过比预定的时间完了1个半小时左右吧，饿的有点胃疼……
0,跟图差别很大
0,我只吃到一块牛肉……
0,"土豆肉丝卷饼都酸了…不新鲜,配送速度极慢"
0,"点了海带丝没货,双拼饭超级难吃"
0,"这是第二次购买魏家凉皮,相对于第一次面皮分量少了，春卷分量远不足第一次。"
0,等了一个小时才到。
0,送的可乐呢？？
0,一个多小时送到，面他妈都坨了，
0,鲶鱼不好吃
0,说了不要辣的就是看不见
0,送餐很慢。。。
0,两个小时送过来的…电话还一直打不通…
0,我还以为又吃不上了，昨天和同事定的餐，硬是一下午没来。
0,米法子形容，，生煎成了包子。。。馄饨汤都洒在了袋子里。。哎，，这。。。这。。太纠结了
0,"觉得不是很好吃,略咸蛋"
0,百度骑士很快，从取餐到送达15分钟，商家忘了配送鸭饼，派自己人送，从第一个电话到送达用时一小时二十分钟，期间通话五六次，送达时鸭饼已冰凉，鸭子当然也凉，很失败的晚餐，商家管理有待加强。
0,量越来越少了。
0,"基本都是肥肉，大概5~6片。有点咸，卤蛋就是乡巴佬袋装的，开始还以为是他们自己做的。,总体来说,很一般"
0,之前晚归晚，至少还能接受，这可好，11点20订，两个多小时才到，送来了都该上班了，都没有时间吃了，下次不敢订了
0,"送过来的时候最底下的粥都压扁了,全洒了,送餐员也不看一眼,一坨就给我了,无力吐槽"
0,垃圾服务，耽误送餐时间好几个小时，送餐员态度还极其恶劣，解决问题的态度极其敷衍。简直恶心，不要订购否则只能让你花钱还糟心。
0,味道一般（纯素蔬菜卷）
0,一个多小时才送来，而且菜少的可怜，连平时的一半量都没有，不知道在干什么，好无语
0,从来没有评论过，实在忍不住，配送员那个脾气之差啊，让人感觉自己简直就是欠他巨款。点这么多外卖从来没遇见找不到地方的配送员，这位大哥找不到地方打电话问也就罢了，关键是整个人牛逼哄哄，一会儿嫌我说话快，一会儿又嫌我没说清楚。最后到了也是脾气巨差，一脸不耐烦。大热天的确实辛苦，但是正是因为大热天所以懒得出去才叫外卖啊，真不知道该怎么来抚慰这种配送员的心情，臭脸和语气堪比驾校教练。点餐的人受了这些气，饭菜怎么样还重要嘛。
0,这顿饭做了两个多小时，而且果粒橙没有了，没送
0,傻逼一样的服务，等了一个半小时，太渣了，以后不点这家了，等得都炸了
0,送的挺快，只不过收钱的时候是62，订单显示是49元，回家后才发现这个问题--
0,"很一般,有点小失望,而且送过来是凉的"
0,让餐厅别他妈再往菜里放葱蒜韭菜，备注写得清清楚楚，结果都放全了，不识字吗？！
0,冷面汤是由很多水果提炼的，这点比较地道！其他不太韩式，中式改良了。
0,足足3个小时才送到！
0,你们店赶紧关门整顿吧！有1公分长的蟑螂，真是对你们店无语！要不传照片上去看看！
0,口味很一般，我说不要辣店家竟然把青椒给抽掉了，然后整个一个土豆丝饼，而且还咸。。。粥太稠了，都没有什么味道，有待改进
0,剁椒鸡蛋里全是鸡蛋，几乎没有剁椒。
0,菜量太少，送过来也凉了
0,"挺好吃的,就是太慢太慢了！！(*>.<*),两个半小时！"
0,"不干净,竟然有个苍蝇在里面,我也是醉了。"
0,小坛东坡肘子好难吃，辣的，怪怪的味道
0,没给酱，很难吃
0,总体不错，不过凉皮的小料如果能单独提供就更好了
0,可能是因为远，汤都在盒子外面，鸡肉饭的味道一般
0,这次的排骨极其不新鲜！
0,"好吃,送的超慢"
0,从没吃过这么难吃的小炒肉，整个就是芹菜炒肉，用了红的辣椒皮，芹菜还是软的
0,点的卷饼和粥，就送了卷饼，没粥，快递说问店铺，打店铺电话还关机！就这效率和服务，怎么做生意的…
0,差评！！！！真的差评！！！！送来的时候都凉了，沾在一起了，调味包也撒了，味道也不好！！！！真是难吃！！！！
0,包子涼的，湯涼的⋯
0,鲜肉小笼汤包很腻，不好吃。皮蛋瘦肉粥还不错。
0,迟到了一个多小时
0,定了一份酸梅汤，送到的时候洒了一袋，酸梅汤杯口开了一个口子，这也太粗心了！
0,一万只草泥马奔过……等了一个半小时……再也不会订了！
0,我4点50订的和别人5点半订的一起在6点半过来
0,味道还不错，但是，真的有6寸吗，目测只有4寸。。。。4寸好吗，根本吃不饱
0,送餐太差，送餐人素质太差
0,生的，不能吃，扔掉了，配送还特慢
0,严重超时，无法联系！全是凉的！
0,外送员一直在抽烟，不送到大厦门口而是停在马路边等客人自己走过去拿。
0,等了接近两个小时，太慢了
0,速度有点优化，其他挺好
0,"面坨了。,口感不好。调味也很一般。蔬菜发苦。只有红油猪耳差强人意。"
0,顿鱼不给装餐盒里，在袋子里汤全撒了，太不负责了
0,花生不是很香。包菜炒糊了。味道还好
0,为啥每次都不要辣的，每次都是辣的
0,实在是一般啦
0,垃圾，真的很垃圾，订的饭吃了以后拉肚子，真心恶心，垃圾。再也不会订他们家的餐了。垃圾。劝大家小心点。
0,"配送员很好，很快，还帮我要咸菜。我得了肠胃炎，只能喝粥吃咸菜，订餐时备注了想要点咸菜。后来配送员跟我说他管商家要了，但商家不想给。注意是“不想给”,而不是“没有”。于是我就索然无味的喝了两碗粥。千方固元粥感觉米特硬，可能没熟。小米粥还行，但因为先喝了固元粥，小米粥的香也体现不出来了……"
0,餐还没有到，到底给不给送了
0,送餐的人什么态度，摆一副臭脸给她妈谁看啊
0,真怀疑是不是给我送错了，没吃过这么恶心的饭……除了荷包蛋和米饭，真的难以下口！！
0,凉菜不错～
0,送餐实在是太慢了，但卷饼挺好吃的
0,米饭再多一点，就更好了。
0,"这是红烧豆角啊,还红烧肉呢,什么啊"
0,"太难吃了,饼都变了,凉皮料也不对,骨肉相连骨头都不脆了"
0,酸辣土豆丝很咸，酸味貌似是很次醋，酸的难吃，青菜炒饭最起码菜是脆的，但米不好
0,总感觉肉有点臭臭的
0,饭已经都凉了，汤都洒的到处都是。。。味道很一般
0,太尼玛难吃了，垃圾垃圾
0,饭盒还没小盒八喜盒大，根本不够吃
0,"土豆丝明明选的炝炒的,送来的就是醋溜的,真心的难吃"
0,"红豆粥糊了,是煮糊的粥全部用来送外卖吗,西兰花没味,不好吃"
0,送餐晚了四十分钟，到的都吃完饭了，而且点的可乐也没有给我！什么玩意啊！！！
0,菜少，口味一般
0,"点了绿茶和露露,没给送,打电话说是一会送,等了一个多小时了还没送达"
0,量一般，菜一般。。特别的一般。。
0,两个餐盒为什么收四块？烤鸡翅是剩的么？！
0,下单时专门备注了少放土豆粉，但每次都是土豆粉放最多，都没吃，浪费了
0,我的卤蛋去哪了？少了
0,饭全部冷了
0,油撒的哪哪都是！！米飯都被油泡了！還沒筷子！
0,百度的服务还是很不错的，辣牛肉汤味道也不错，可惜送达的时间实在是太晚了，我都是冰冰凉吃的，唉，非常委屈
0,呃………今天的味道很一般
0,漏了，漏了，漏了
0,"9点40预定,12点半到,打电话下楼了,说送错地方了！！！能不能再坑一点,服务差到极点了"
0,"肉太少,全是土豆"
0,我第一次吃，不敢再吃了，因为我尝了一下红烧肉感觉肉肯定时间长了有味道，即使炖的咸味也掩盖不住，狮子头也是味道不正常就是肉不是新鲜的，我们是吃东西真是不敢相信他们商家怎么这么不在乎安全卫生、我们的身体还是自己在家吃吧。
0,味道不错，超值的
0,"送餐撒了,漏的哪都是油"
0,量比门店的少一些
0,送餐的师傅不错，非常快就到了。很感谢
0,很快，但是不如原来好吃了。
0,不错，就是送的太慢了
0,米饭忘记，餐具只给一套。极其不认真，辛苦快递员！
0,有点咸，包装好于食物
0,餐送晚了，打电话咨询态度很不耐烦说等着吧。味道没有以前好了，太多也越来越差了
0,"额点的最小份,不是很香…"
0,路远了一点（离店3公里）打电话来说需要打车费30，我认了，餐送到了后竟然加价45，人的诚信在哪里。
0,味道不错，但是送餐太慢了，而且说好的延时赔偿呢？
0,量小菜一般
0,"送餐速度太慢,我将近等了一个小时,下回不会定了"
0,预计11点送达，12点半才送，送餐员没到就给我打电话，我在楼下等他五分钟，呵呵了
0,谢谢！速度很快辛苦了！
0,之前送的很快，今天不知道为什么特别慢，送餐的还不认识路，就在他家馆子门口……
0,被图片欺骗～就这样吧，有点失望，还等了好久
0,"汤倒了,味道不错"
0,慢，早餐吃成午餐
0,好奇怪的味道
0,订了三碗粥，三份分量都不一样坑
0,百度骑士太给力了
0,送餐时间上太差劲
0,稍微有点咸了
0,等了一小时，感觉量略少，一个女生勉强能吃饱，偏偏我是饭量大的女生
0,非常不好吃，韭菜的不熟，西葫芦的也怪坏的，而且基本看不到鸡蛋
0,量太小了，对不起价格。
0,"太屎了这小炒肉,淡的要死,全是肥肉"
0,今天送来的茄子就跟别人吃剩下打包的一样，少的可怜！鸡丁甜的跟吃蜂蜜一样！太差劲了简直！以前总在这家买！怎么变成这样了？！！！
0,他们没用百度的快递，速度就是这里写的时间乘以二！饭店且等吧
0,根本吃不饱，还贵
0,本来是想省时间的，结果定个外卖花了我两个小时，以后绝对不会再选择这家了，口味一般，送餐还这么慢，还想不想做生意了
0,要了两个煎蛋，只放了一个。。。不过拌饭味道不错。
0,太慢了！青椒太多！
0,神奇的店子！大份的卷饼是普通的一倍价格，大小几乎一模一样！赚钱也不是这也赚的啊！
0,备注不要辣椒，还是放了辣椒，所以放弃当吃货的机会
0,我去，，4、5个小时你猜来！！！真可以！！！都别来他家买了。
0,一个多小时不说，还打了n个电话才找到，送餐员也太笨了！送过来饭都洒了，流了我一桌子，不给差评都对不起你们，完全没有没食欲了
0,第一次买，也是最后一次，拉的我都虚脱了，吃肉夹馍+酸辣粉拉=拉肚子，肉夹馍+凉皮=拉肚子，
0,苦瓜太苦了
0,"土豆没做熟,海带没做熟,腐竹没做熟,知道你们忙，但是菜要做熟是基本，不会点你家外卖了"
0,"太慢了,慢的不行,而且外卖肉少的可怜"
0,慢！！！提前订也白搭
0,煎饼送过来都软，凉了。。。豆花也冷了。。请问我应该如何评价？
0,菜少了些，其他的还行吧
0,退了，呵呵
0,调味还不错，牛蛙肉老，米饭不好吃
0,注明了不放香菜，结果送来满满的全是香菜。带汤的面条，汤和面没分开盛放，送来直接全糊了，今天注定要饿肚子了，28块钱2个多小时等待打水漂了，差到极致的外卖！！！！！
0,送餐时间延误1个小时，但外送人员态度较好，希望下次能快点儿。
0,"不好吃,一点味儿没有,肉根本嚼不烂"
0,"等了一个多小时,但是今天下雨,也能理解,特色牛肉卷饼不好吃,没味道,粥还小"
0,真心难吃，米饭又少，吃过最失败的一次快餐
0,味道还好，就是量少
0,买的红柚，送来的确是白柚
0,口味不错、速度也够快，就是量少了点。
0,叫了好多次你家的，这次送餐的态度特别差
0,鱼送来凉了，有腥味，份量还少，没得吃
0,送餐送错，还狡辩不给补偿，送餐时间3个小时，百度送餐员更是素质卑劣，额外还要加收17元的外送费。百度客服也没用，也没有解决！
0,有点慢，番茄酱没给我带
0,速度够慢的
0,难吃，太尼玛难吃，不是正宗的
0,你们就这么着吧，等着让饿了么抢生意吧，快等俩钟头了，好不容易送到了发现少一可乐，所有的东西都挤在一块，都特么挤烂了，给一星我都觉得多余凸(｀0´)凸
0,冷面不好吃，但送餐速度很快，还不错，以后换别的吃试试
0,披萨非常差，感觉像小作坊做的。而且点的蝴蝶虾结果送来的是鸡翅。关键鸡翅应该也是5只装啊，怎么成2只了。
0,"我要的热豆浆到了都凉了,想让我拉肚子吗？"
0,还没收到！根本联系不上！
0,备注说了要皮蛋粥，给我南瓜粥
0,送餐太慢了，生煎包和皮蛋粥都好难吃，以后还是选择别的吧
0,因为电话没打通就回去了，我也是挺无语的。怎么那么多送外卖人家都没打电话直接送过来啊。电话没打通跟家里没人不是一个性质吧。
0,订的11:45的餐，结果11:30就到了。最主要是两份饺子没有料，连筷子也没有，建议店主改进下。另外，扁豆丝盖饭味道有点甜，不太好吃
0,太难吃了！
0,石锅拌饭量很小而且不好吃，蔬菜沙拉只有蔬菜连料包和沙拉酱都没有，完全没有味道。
0,送餐很慢，态度很差，还要自己取！
0,送了快两小时才到！！
0,"土豆丝卷小了一倍,送餐速度巨慢,而且距离很近很近"
0,海带丝着实好吃。送外卖的小哥给洒了。满袋子都是那个汁。那个菌菇汤就是坑。居然是速冲的！还巨难喝。
0,不太好吃。不如以前做得好吃了
0,12:21下单13:01到达！等了70分钟！！！怎么安排的送单？？？？？？
0,从下单到送达用了将近一个半小时，据商家反馈送餐员在路上狂奔了30分钟，从郊区都能到市中心了吧。饭送到都凉了，吃到胃里都是凉的。不会再订了。
0,"凉的,怕拉肚子没吃"
